customer_id,age,gender,city,signup_date,membership
10045,37,Male,Pune,2023-10-29,Normal
10046,45,Female,Chennai,2024-06-14,Silver
10047,24,Male,Hyderabad,2024-08-02,Normal
10048,25,Female,Bangalore,2023-08-06,Silver
10049,52,Female,Hyderabad,2023-04-12,Gold
10050,31,Male,Bangalore,2024-07-07,Normal
10051,34,Female,Mumbai,2023-10-15,Gold
10052,53,Female,Pune,2023-06-16,Silver
10053,57,Male,Bangalore,2023-02-05,Normal
10054,21,Female,Hyderabad,2023-12-19,Normal
10055,19,Male,Chennai,2023-03-14,Silver
10056,23,Female,Bangalore,2023-12-19,Normal
10057,59,Male,Pune,2023-03-11,Normal
10058,21,Male,Bangalore,2024-02-29,Gold
10059,46,Female,Delhi,2024-07-14,Silver
10060,35,Female,Chennai,2024-05-31,Silver
10061,43,Female,Pune,2024-03-03,Silver
10062,51,Female,Pune,2024-06-22,Silver
10063,27,Female,Mumbai,2023-06-09,Normal
10064,53,Male,Hyderabad,2023-05-29,Normal
10065,31,Female,Mumbai,2023-08-18,Normal
10066,48,Male,Pune,2024-07-15,Silver
10067,32,Male,Chennai,2023-03-08,Normal
10068,25,Female,Bangalore,2024-01-16,Normal
10069,31,Male,Bangalore,2023-02-27,Normal
10070,40,Male,Chennai,2023-09-16,Gold
10071,57,Male,Pune,2023-12-08,Normal
10072,38,Male,Bangalore,2023-05-10,Gold
10073,33,Female,Bangalore,2023-06-21,Silver
10074,35,Male,Bangalore,2023-07-28,Gold
10075,41,Female,Hyderabad,2023-12-20,Normal
10076,43,Female,Hyderabad,2024-04-15,Normal
10077,42,Male,Delhi,2023-04-26,Gold
10078,58,Female,Mumbai,2023-09-21,Silver
10079,46,Female,Chennai,2024-03-17,Silver
10080,32,Female,Chennai,2024-07-01,Silver
10081,18,Male,Chennai,2024-03-28,Gold
10082,42,Female,Delhi,2024-04-21,Silver
10083,24,Female,Hyderabad,2023-10-14,Normal
10084,26,Female,Pune,2023-10-30,Gold
10085,41,Male,Pune,2023-11-07,Gold
10086,18,Female,Delhi,2023-07-27,Silver
10087,25,Male,Pune,2024-03-21,Normal
10088,41,Male,Chennai,2023-02-24,Normal
10089,28,Male,Mumbai,2023-01-12,Normal
10090,34,Male,Bangalore,2024-02-04,Silver
10091,25,Male,Hyderabad,2024-05-29,Normal
10092,52,Male,Hyderabad,2024-06-25,Gold
10093,52,Female,Delhi,2023-08-25,Normal
10094,50,Male,Hyderabad,2023-10-06,Normal
10095,22,Female,Chennai,2023-12-14,Normal
10096,59,Female,Pune,2023-04-14,Normal
10097,56,Male,Chennai,2024-05-31,Normal
10098,58,Female,Delhi,2023-09-05,Gold
10099,45,Female,Chennai,2023-12-30,Normal
10100,24,Female,Pune,2023-11-17,Gold
10101,26,Female,Mumbai,2023-10-13,Normal
10102,25,Male,Delhi,2023-05-29,Gold
10103,29,Female,Mumbai,2023-03-25,Gold
10104,51,Male,Bangalore,2024-02-10,Silver
10105,50,Female,Mumbai,2024-03-31,Silver
10106,40,Female,Bangalore,2023-06-10,Silver
10107,41,Male,Bangalore,2024-04-04,Normal
10108,54,Female,Mumbai,2024-07-03,Gold
10109,52,Female,Delhi,2024-05-14,Gold
10110,57,Female,Pune,2024-05-23,Normal
10111,39,Male,Chennai,2024-04-25,Silver
10112,44,Female,Chennai,2023-04-24,Normal
10113,52,Male,Pune,2024-07-31,Normal
10114,18,Female,Bangalore,2023-12-27,Normal
10115,52,Male,Bangalore,2023-12-07,Normal
10116,54,Male,Delhi,2024-03-24,Silver
10117,31,Female,Hyderabad,2023-06-29,Normal
10118,20,Female,Mumbai,2024-02-11,Silver
10119,18,Male,Bangalore,2023-07-15,Silver
10120,22,Male,Chennai,2024-04-10,Normal
10121,43,Female,Delhi,2023-11-07,Silver
10122,31,Male,Mumbai,2023-09-19,Normal
10123,56,Female,Delhi,2024-02-23,Normal
10124,44,Female,Mumbai,2024-02-10,Normal
10125,26,Female,Mumbai,2023-05-23,Normal
10126,32,Female,Pune,2023-12-08,Silver
10127,32,Male,Bangalore,2023-11-12,Silver
10128,43,Female,Delhi,2023-04-11,Normal
10129,59,Male,Delhi,2023-09-01,Silver
10130,30,Female,Pune,2024-05-04,Normal
10131,49,Male,Chennai,2023-01-12,Normal
10132,56,Female,Chennai,2023-08-27,Normal
10133,49,Male,Bangalore,2024-07-14,Silver
10134,21,Male,Bangalore,2023-02-11,Gold
10135,47,Female,Hyderabad,2024-08-16,Silver
10136,54,Female,Pune,2024-03-04,Gold
10137,40,Female,Chennai,2023-06-07,Normal
10138,56,Female,Mumbai,2023-08-04,Silver
10139,32,Male,Delhi,2024-04-06,Gold
10140,46,Female,Bangalore,2023-05-14,Gold
10141,53,Male,Delhi,2023-03-08,Normal
10142,30,Male,Delhi,2023-01-07,Normal
10143,49,Female,Hyderabad,2024-06-09,Silver
10144,24,Male,Chennai,2023-03-14,Gold
10145,39,Male,Bangalore,2024-02-03,Silver
10146,45,Male,Delhi,2024-02-09,Silver
10147,19,Male,Bangalore,2024-07-31,Normal
10148,59,Female,Mumbai,2023-05-10,Normal
10149,23,Female,Hyderabad,2024-04-10,Silver
10150,45,Female,Mumbai,2023-07-25,Silver
10151,45,Female,Bangalore,2023-09-23,Normal
10152,37,Male,Bangalore,2024-06-20,Silver
10153,47,Male,Chennai,2023-09-10,Normal
10154,28,Female,Delhi,2023-10-16,Gold
10155,45,Female,Delhi,2023-06-13,Silver
10156,42,Female,Mumbai,2023-04-05,Gold
10157,56,Male,Hyderabad,2023-04-20,Normal
10158,50,Female,Pune,2023-12-02,Normal
10159,18,Female,Delhi,2023-08-26,Silver
10160,44,Female,Chennai,2024-01-16,Gold
10161,30,Male,Mumbai,2024-03-11,Gold
10162,58,Male,Mumbai,2024-04-27,Silver
10163,20,Male,Pune,2023-01-25,Gold
10164,56,Male,Chennai,2023-04-27,Gold
10165,23,Male,Hyderabad,2024-04-26,Normal
10166,25,Male,Chennai,2024-01-27,Silver
10167,44,Male,Hyderabad,2024-06-20,Silver
10168,26,Male,Chennai,2023-03-20,Normal
10169,54,Female,Chennai,2024-08-02,Gold
10170,50,Female,Bangalore,2023-06-22,Normal
10171,59,Male,Mumbai,2023-01-12,Silver
10172,41,Male,Chennai,2023-05-08,Normal
10173,32,Female,Pune,2023-04-02,Normal
10174,49,Male,Chennai,2024-06-26,Normal
10175,49,Male,Delhi,2024-06-15,Normal
10176,41,Male,Mumbai,2024-03-22,Silver
10177,58,Female,Delhi,2024-01-25,Normal
10178,29,Female,Mumbai,2023-02-12,Silver
10179,56,Female,Delhi,2023-09-11,Silver
10180,19,Female,Chennai,2023-05-10,Silver
10181,20,Female,Chennai,2023-03-01,Normal
10182,54,Male,Bangalore,2024-04-11,Gold
10183,34,Female,Pune,2023-10-14,Normal
10184,19,Male,Delhi,2024-05-31,Normal
10185,19,Male,Hyderabad,2024-04-11,Normal
10186,45,Female,Bangalore,2023-12-11,Normal
10187,40,Female,Delhi,2024-01-17,Silver
10188,54,Male,Delhi,2023-09-10,Silver
10189,49,Male,Bangalore,2023-02-25,Silver
10190,50,Male,Chennai,2024-04-07,Gold
10191,18,Female,Delhi,2024-04-01,Gold
10192,36,Female,Chennai,2023-03-24,Silver
10193,19,Female,Bangalore,2023-04-09,Silver
10194,43,Female,Chennai,2023-05-29,Normal
10195,49,Female,Mumbai,2023-11-25,Normal
10196,23,Male,Hyderabad,2023-06-05,Silver
10197,49,Female,Delhi,2023-07-09,Normal
10198,21,Male,Pune,2024-05-08,Gold
10199,28,Male,Hyderabad,2023-09-20,Silver
10200,34,Male,Chennai,2023-03-21,Normal
10201,55,Female,Delhi,2024-02-04,Silver
10202,41,Female,Chennai,2023-09-17,Silver
10203,22,Female,Mumbai,2024-07-05,Normal
10204,51,Male,Bangalore,2023-04-11,Normal
10205,23,Male,Delhi,2023-12-25,Normal
10206,39,Male,Mumbai,2024-01-15,Normal
10207,28,Male,Mumbai,2023-08-09,Normal
10208,33,Male,Delhi,2024-02-24,Silver
10209,50,Male,Chennai,2023-05-04,Silver
10210,26,Female,Pune,2024-02-26,Gold
10211,23,Female,Mumbai,2023-08-19,Silver
10212,33,Female,Hyderabad,2023-03-04,Normal
10213,46,Female,Mumbai,2024-04-29,Silver
10214,20,Male,Pune,2024-07-27,Normal
10215,37,Male,Chennai,2024-04-27,Normal
10216,53,Female,Chennai,2024-06-02,Normal
10217,36,Male,Hyderabad,2023-06-04,Normal
10218,43,Female,Mumbai,2023-04-02,Normal
10219,20,Female,Chennai,2024-06-09,Gold
10220,36,Female,Pune,2024-03-30,Normal
10221,37,Male,Delhi,2024-08-20,Gold
10222,49,Female,Bangalore,2024-05-24,Normal
10223,24,Female,Bangalore,2023-07-02,Silver
10224,58,Female,Bangalore,2024-01-21,Normal
10225,50,Male,Mumbai,2024-07-27,Normal
10226,57,Male,Hyderabad,2024-02-09,Gold
10227,56,Female,Chennai,2023-09-03,Silver
10228,35,Male,Delhi,2024-08-13,Normal
10229,57,Male,Pune,2024-04-15,Silver
10230,18,Male,Delhi,2024-02-27,Normal
10231,28,Male,Pune,2023-03-06,Normal
10232,45,Male,Mumbai,2023-01-13,Silver
10233,42,Male,Bangalore,2023-08-01,Silver
10234,40,Male,Mumbai,2023-08-30,Silver
10235,48,Male,Hyderabad,2024-05-07,Normal
10236,47,Male,Hyderabad,2023-08-01,Silver
10237,59,Male,Pune,2023-12-04,Normal
10238,52,Female,Chennai,2023-06-22,Silver
10239,24,Female,Chennai,2023-06-13,Normal
10240,33,Male,Pune,2024-04-09,Normal
10241,43,Female,Hyderabad,2024-05-11,Normal
10242,19,Female,Hyderabad,2024-01-30,Silver
10243,18,Male,Hyderabad,2023-11-04,Normal
10244,29,Male,Mumbai,2023-07-02,Normal
10245,22,Male,Hyderabad,2024-05-24,Normal
10246,54,Female,Delhi,2024-06-29,Normal
10247,49,Female,Bangalore,2024-07-17,Silver
10248,26,Male,Hyderabad,2024-08-16,Gold
10249,58,Male,Pune,2023-08-15,Normal
10250,52,Male,Bangalore,2024-03-11,Silver
10251,36,Female,Mumbai,2024-02-26,Normal
10252,33,Female,Pune,2024-07-07,Normal
10253,20,Female,Bangalore,2023-01-21,Gold
10254,37,Female,Pune,2024-07-07,Normal
10255,41,Male,Mumbai,2024-02-01,Silver
10256,50,Male,Delhi,2023-04-15,Normal
10257,41,Male,Mumbai,2023-07-11,Normal
10258,28,Male,Mumbai,2023-01-17,Normal
10259,25,Female,Pune,2023-04-30,Gold
10260,53,Female,Chennai,2024-01-28,Silver
10261,55,Male,Hyderabad,2024-02-29,Normal
10262,57,Male,Hyderabad,2023-05-09,Normal
10263,37,Female,Delhi,2023-05-10,Normal
10264,52,Male,Delhi,2024-07-25,Gold
10265,42,Female,Hyderabad,2024-07-13,Silver
10266,52,Male,Chennai,2023-01-29,Silver
10267,42,Male,Hyderabad,2023-04-07,Normal
10268,46,Male,Chennai,2023-01-10,Silver
10269,35,Male,Delhi,2023-08-30,Silver
10270,35,Male,Bangalore,2023-08-20,Normal
10271,19,Male,Pune,2023-10-11,Gold
10272,52,Male,Delhi,2023-07-19,Normal
10273,33,Female,Delhi,2023-03-20,Normal
10274,58,Female,Mumbai,2023-06-22,Normal
10275,53,Female,Mumbai,2024-04-11,Silver
10276,50,Female,Mumbai,2024-08-03,Gold
10277,21,Female,Pune,2024-02-20,Normal
10278,50,Male,Mumbai,2024-03-24,Normal
10279,31,Male,Chennai,2023-03-28,Normal
10280,38,Female,Hyderabad,2023-04-11,Gold
10281,37,Male,Bangalore,2023-01-08,Normal
10282,25,Female,Delhi,2023-07-19,Normal
10283,24,Female,Chennai,2024-05-19,Normal
10284,20,Male,Bangalore,2023-03-28,Normal
10285,34,Male,Chennai,2023-02-12,Normal
10286,50,Male,Chennai,2024-01-20,Normal
10287,29,Female,Delhi,2024-03-10,Gold
10288,39,Male,Hyderabad,2024-02-12,Silver
10289,39,Female,Mumbai,2024-04-27,Gold
10290,47,Female,Pune,2023-01-17,Silver
10291,55,Female,Hyderabad,2023-05-28,Silver
10292,55,Male,Pune,2023-10-04,Gold
10293,25,Male,Delhi,2023-08-20,Silver
10294,44,Female,Delhi,2024-01-01,Gold
10295,44,Male,Delhi,2023-08-16,Normal
10296,51,Male,Bangalore,2024-03-11,Normal
10297,38,Male,Pune,2024-02-03,Gold
10298,47,Female,Hyderabad,2023-07-30,Normal
10299,50,Female,Hyderabad,2024-01-26,Normal
10300,45,Male,Chennai,2024-05-13,Silver
10301,50,Female,Chennai,2024-06-23,Gold
10302,22,Male,Chennai,2024-07-16,Normal
10303,36,Male,Delhi,2024-05-05,Normal
10304,21,Male,Hyderabad,2024-03-17,Normal
10305,52,Male,Pune,2023-09-18,Gold
10306,34,Female,Delhi,2023-12-16,Gold
10307,45,Female,Bangalore,2023-12-18,Silver
10308,47,Female,Chennai,2024-06-03,Silver
10309,46,Male,Delhi,2023-11-16,Silver
10310,23,Male,Delhi,2023-05-18,Silver
10311,52,Male,Bangalore,2024-07-03,Normal
10312,58,Female,Mumbai,2024-01-03,Normal
10313,54,Male,Hyderabad,2023-08-08,Silver
10314,41,Female,Pune,2023-12-03,Normal
10315,46,Female,Mumbai,2023-08-11,Silver
10316,48,Female,Chennai,2023-12-26,Silver
10317,52,Female,Delhi,2023-11-25,Silver
10318,50,Female,Bangalore,2024-04-07,Normal
10319,38,Female,Bangalore,2024-07-14,Normal
10320,49,Male,Hyderabad,2024-01-17,Normal
10321,40,Male,Mumbai,2024-08-12,Silver
10322,50,Female,Hyderabad,2023-06-18,Normal
10323,20,Female,Delhi,2023-08-05,Gold
10324,35,Male,Hyderabad,2024-01-13,Normal
10325,42,Female,Pune,2023-04-29,Normal
10326,59,Female,Bangalore,2023-07-09,Silver
10327,48,Male,Bangalore,2024-01-05,Normal
10328,20,Female,Chennai,2023-05-29,Normal
10329,57,Female,Chennai,2024-05-02,Gold
10330,41,Female,Delhi,2024-01-09,Normal
10331,49,Male,Pune,2023-06-09,Silver
10332,39,Male,Mumbai,2023-12-17,Normal
10333,40,Male,Hyderabad,2023-10-15,Normal
10334,19,Female,Delhi,2023-10-15,Normal
10335,44,Female,Chennai,2023-08-14,Normal
10336,59,Male,Hyderabad,2024-06-06,Normal
10337,19,Female,Chennai,2024-06-05,Gold
10338,43,Female,Hyderabad,2023-09-30,Normal
10339,34,Female,Mumbai,2024-02-06,Silver
10340,57,Female,Delhi,2023-07-02,Silver
10341,50,Female,Hyderabad,2024-05-02,Silver
10342,26,Male,Pune,2023-05-04,Gold
10343,56,Female,Bangalore,2024-02-18,Normal
10344,46,Male,Pune,2023-06-21,Gold
10345,59,Female,Pune,2023-10-15,Normal
10346,43,Male,Bangalore,2024-03-10,Silver
10347,52,Female,Pune,2023-04-23,Gold
10348,42,Male,Hyderabad,2023-05-02,Normal
10349,41,Female,Hyderabad,2024-06-27,Gold
10350,30,Male,Hyderabad,2023-08-10,Silver
10351,24,Female,Bangalore,2023-02-08,Normal
10352,53,Male,Pune,2024-05-11,Gold
10353,37,Female,Bangalore,2023-08-21,Normal
10354,18,Male,Hyderabad,2024-06-13,Gold
10355,25,Male,Pune,2023-05-29,Silver
10356,33,Female,Pune,2024-02-01,Normal
10357,31,Female,Chennai,2023-10-29,Silver
10358,29,Male,Chennai,2023-12-26,Gold
10359,40,Female,Mumbai,2023-08-26,Silver
10360,32,Male,Delhi,2023-08-24,Silver
10361,45,Male,Chennai,2023-07-22,Normal
10362,51,Male,Bangalore,2023-09-13,Silver
10363,19,Female,Chennai,2024-08-20,Normal
10364,49,Male,Mumbai,2023-08-23,Normal
10365,40,Male,Pune,2023-12-11,Silver
10366,39,Female,Mumbai,2024-06-17,Normal
10367,42,Female,Pune,2024-04-10,Silver
10368,39,Female,Pune,2024-06-24,Normal
10369,39,Female,Delhi,2023-08-01,Gold
10370,59,Male,Chennai,2024-04-07,Normal
10371,23,Male,Bangalore,2024-03-11,Silver
10372,32,Male,Bangalore,2023-10-10,Silver
10373,54,Male,Hyderabad,2024-07-15,Normal
10374,50,Female,Pune,2024-04-07,Normal
10375,25,Male,Bangalore,2024-02-11,Gold
10376,22,Male,Delhi,2023-03-29,Gold
10377,56,Female,Pune,2023-02-13,Normal
10378,21,Male,Delhi,2024-04-05,Normal
10379,23,Male,Bangalore,2023-10-05,Normal
10380,49,Male,Bangalore,2024-02-25,Normal
10381,47,Male,Hyderabad,2023-12-19,Normal
10382,52,Male,Bangalore,2024-05-29,Normal
10383,57,Male,Pune,2023-01-19,Silver
10384,33,Female,Pune,2023-01-23,Gold
10385,30,Female,Pune,2024-02-17,Normal
10386,59,Male,Hyderabad,2023-01-30,Normal
10387,47,Male,Hyderabad,2023-04-18,Gold
10388,36,Female,Bangalore,2024-01-02,Silver
10389,34,Male,Mumbai,2023-10-08,Normal
10390,36,Male,Mumbai,2023-05-08,Normal
10391,45,Male,Hyderabad,2023-08-17,Silver
10392,43,Female,Bangalore,2023-04-21,Silver
10393,54,Male,Mumbai,2023-05-16,Silver
10394,43,Female,Bangalore,2023-12-28,Silver
10395,40,Male,Bangalore,2023-07-05,Silver
10396,26,Female,Bangalore,2024-08-06,Gold
10397,29,Female,Chennai,2023-05-09,Normal
10398,18,Male,Pune,2023-09-18,Silver
10399,18,Female,Bangalore,2024-05-29,Normal
10400,51,Male,Chennai,2024-03-24,Normal
10401,49,Female,Hyderabad,2023-04-14,Silver
10402,42,Male,Mumbai,2024-04-27,Normal
10403,57,Male,Pune,2023-08-12,Silver
10404,18,Female,Mumbai,2024-05-05,Normal
10405,33,Male,Pune,2024-04-17,Silver
10406,56,Male,Mumbai,2023-01-10,Normal
10407,22,Female,Pune,2024-02-09,Normal
10408,39,Male,Mumbai,2023-10-29,Silver
10409,46,Male,Mumbai,2023-08-19,Gold
10410,20,Female,Mumbai,2023-03-07,Normal
10411,29,Female,Mumbai,2023-04-22,Normal
10412,43,Male,Hyderabad,2023-01-13,Silver
10413,33,Male,Bangalore,2024-01-28,Normal
10414,54,Female,Delhi,2024-05-14,Silver
10415,39,Female,Chennai,2024-08-20,Normal
10416,46,Male,Delhi,2023-08-22,Gold
10417,31,Female,Delhi,2023-11-10,Normal
10418,45,Male,Pune,2024-07-19,Silver
10419,22,Male,Bangalore,2023-01-12,Silver
10420,47,Male,Pune,2023-07-28,Gold
10421,22,Male,Bangalore,2023-01-14,Gold
10422,29,Male,Bangalore,2024-02-22,Normal
10423,33,Female,Mumbai,2024-03-12,Silver
10424,43,Female,Hyderabad,2024-01-12,Normal
10425,43,Female,Mumbai,2023-01-20,Gold
10426,38,Female,Hyderabad,2024-08-09,Silver
10427,56,Male,Pune,2023-03-11,Silver
10428,53,Male,Hyderabad,2023-07-30,Gold
10429,50,Male,Pune,2023-04-11,Gold
10430,47,Male,Delhi,2023-05-12,Silver
10431,54,Female,Delhi,2024-01-16,Silver
10432,40,Male,Hyderabad,2023-05-12,Silver
10433,27,Male,Hyderabad,2023-01-20,Normal
10434,22,Female,Pune,2024-06-19,Normal
10435,53,Female,Mumbai,2023-08-15,Gold
10436,51,Female,Pune,2023-06-03,Silver
10437,48,Female,Mumbai,2024-04-13,Normal
10438,27,Male,Delhi,2024-02-09,Normal
10439,36,Male,Bangalore,2023-07-21,Normal
10440,49,Female,Hyderabad,2023-02-07,Silver
10441,18,Male,Mumbai,2023-07-07,Normal
10442,22,Male,Pune,2023-02-26,Normal
10443,21,Male,Delhi,2023-01-20,Normal
10444,33,Female,Mumbai,2023-09-30,Normal
10445,41,Male,Pune,2023-04-29,Gold
10446,33,Female,Hyderabad,2024-08-05,Gold
10447,19,Male,Hyderabad,2024-05-30,Normal
10448,45,Male,Chennai,2023-08-09,Normal
10449,49,Male,Bangalore,2024-06-09,Gold
10450,44,Female,Chennai,2024-05-29,Silver
10451,37,Male,Delhi,2023-12-02,Gold
10452,41,Female,Mumbai,2023-02-24,Silver
10453,29,Female,Delhi,2024-05-14,Normal
10454,52,Female,Pune,2024-06-19,Normal
10455,50,Male,Hyderabad,2023-06-11,Silver
10456,50,Male,Chennai,2024-08-16,Silver
10457,54,Male,Chennai,2023-06-08,Gold
10458,29,Male,Chennai,2023-07-07,Silver
10459,20,Female,Delhi,2023-03-01,Normal
10460,18,Female,Hyderabad,2023-11-15,Normal
10461,50,Female,Mumbai,2023-07-30,Normal
10462,57,Male,Pune,2024-02-10,Gold
10463,27,Female,Mumbai,2023-04-19,Normal
10464,46,Male,Delhi,2023-03-17,Normal
10465,30,Female,Pune,2024-06-25,Normal
10466,29,Male,Chennai,2023-11-10,Silver
10467,48,Male,Bangalore,2023-04-27,Silver
10468,19,Female,Delhi,2023-01-19,Silver
10469,52,Female,Delhi,2024-03-07,Gold
10470,40,Female,Hyderabad,2023-12-16,Silver
10471,34,Female,Mumbai,2023-07-02,Silver
10472,43,Male,Delhi,2023-04-23,Silver
10473,25,Female,Delhi,2023-07-02,Normal
10474,46,Female,Chennai,2024-04-25,Silver
10475,43,Female,Chennai,2023-05-26,Gold
10476,27,Male,Pune,2023-04-23,Normal
10477,43,Male,Bangalore,2024-04-20,Normal
10478,51,Female,Hyderabad,2023-10-30,Normal
10479,58,Male,Bangalore,2023-04-28,Normal
10480,24,Female,Pune,2023-06-10,Normal
10481,21,Male,Chennai,2024-02-05,Normal
10482,28,Male,Mumbai,2023-07-17,Gold
10483,46,Male,Chennai,2023-09-17,Silver
10484,53,Male,Hyderabad,2023-02-16,Silver
10485,42,Female,Chennai,2024-02-03,Gold
10486,38,Female,Hyderabad,2024-07-12,Gold
10487,53,Female,Hyderabad,2023-03-19,Normal
10488,27,Male,Hyderabad,2023-05-04,Normal
10489,54,Female,Pune,2023-03-16,Normal
10490,26,Female,Hyderabad,2023-05-17,Gold
10491,41,Female,Hyderabad,2024-02-04,Normal
10492,52,Male,Mumbai,2024-05-19,Normal
10493,52,Male,Bangalore,2024-05-14,Silver
10494,53,Male,Delhi,2024-07-26,Normal
10495,35,Female,Bangalore,2023-05-18,Silver
10496,56,Female,Hyderabad,2023-02-19,Silver
10497,49,Female,Mumbai,2023-09-11,Normal
10498,41,Male,Chennai,2024-07-16,Silver
10499,40,Male,Mumbai,2024-03-01,Silver
10500,49,Female,Hyderabad,2024-06-30,Normal
10501,54,Male,Mumbai,2023-10-29,Normal
10502,29,Male,Mumbai,2024-08-03,Gold
10503,30,Male,Hyderabad,2023-12-15,Gold
10504,40,Male,Pune,2023-02-18,Gold
10505,42,Female,Mumbai,2023-03-15,Normal
10506,52,Male,Delhi,2023-09-18,Silver
10507,58,Male,Delhi,2023-12-22,Gold
10508,47,Male,Mumbai,2024-08-04,Normal
10509,34,Male,Pune,2023-09-17,Normal
10510,37,Female,Chennai,2023-10-22,Silver
10511,42,Female,Hyderabad,2023-11-09,Normal
10512,39,Male,Delhi,2023-07-01,Normal
10513,30,Male,Chennai,2023-12-30,Gold
10514,36,Male,Mumbai,2023-07-07,Silver
10515,53,Male,Chennai,2024-07-22,Normal
10516,29,Male,Bangalore,2024-06-26,Silver
10517,58,Male,Delhi,2024-08-18,Normal
10518,36,Female,Mumbai,2024-07-01,Silver
10519,29,Male,Hyderabad,2024-02-12,Gold
10520,26,Female,Pune,2024-02-18,Gold
10521,24,Female,Mumbai,2023-12-08,Silver
10522,45,Male,Hyderabad,2023-08-08,Silver
10523,31,Female,Pune,2023-06-12,Gold
10524,48,Female,Pune,2023-08-08,Normal
10525,36,Female,Mumbai,2023-09-27,Normal
10526,33,Female,Chennai,2024-02-04,Normal
10527,22,Female,Chennai,2023-07-01,Normal
10528,52,Female,Pune,2023-07-24,Silver
10529,29,Male,Chennai,2024-08-04,Normal
10530,42,Female,Bangalore,2024-07-09,Gold
10531,38,Female,Pune,2023-08-16,Normal
10532,53,Female,Pune,2024-08-18,Normal
10533,40,Male,Hyderabad,2023-09-07,Normal
10534,33,Female,Chennai,2024-03-16,Normal
10535,56,Male,Pune,2024-06-16,Normal
10536,59,Female,Bangalore,2023-07-15,Silver
10537,56,Male,Hyderabad,2024-06-02,Silver
10538,31,Male,Mumbai,2023-03-11,Normal
10539,48,Female,Pune,2024-02-03,Gold
10540,22,Female,Bangalore,2023-07-22,Normal
10541,52,Male,Delhi,2023-05-28,Normal
10542,40,Female,Bangalore,2024-04-16,Gold
10543,46,Male,Bangalore,2023-07-18,Normal
10544,28,Male,Hyderabad,2024-03-01,Normal
10545,35,Male,Mumbai,2024-05-06,Normal
10546,29,Male,Delhi,2023-05-22,Normal
10547,26,Male,Chennai,2023-11-09,Normal
10548,27,Female,Chennai,2023-06-14,Normal
10549,34,Male,Bangalore,2023-11-10,Normal
10550,55,Male,Hyderabad,2023-01-21,Gold
10551,24,Female,Hyderabad,2023-03-23,Silver
10552,30,Male,Chennai,2024-08-03,Normal
10553,57,Female,Delhi,2023-05-11,Silver
10554,59,Female,Mumbai,2024-08-21,Normal
10555,26,Female,Delhi,2023-11-01,Normal
10556,44,Male,Pune,2024-01-06,Gold
10557,19,Male,Pune,2024-01-19,Normal
10558,22,Male,Mumbai,2024-03-20,Normal
10559,46,Female,Chennai,2024-02-29,Silver
10560,54,Male,Mumbai,2023-06-10,Gold
10561,55,Female,Hyderabad,2023-06-27,Gold
10562,36,Male,Pune,2024-05-04,Silver
10563,25,Female,Bangalore,2023-11-23,Normal
10564,18,Male,Bangalore,2024-08-20,Silver
10565,39,Male,Chennai,2023-10-16,Normal
10566,34,Male,Hyderabad,2024-08-15,Silver
10567,24,Female,Delhi,2024-07-26,Silver
10568,42,Female,Hyderabad,2024-07-26,Normal
10569,21,Male,Bangalore,2023-12-20,Normal
