order_id,order_date,customer_id,city,product_id,category,quantity,selling_price,discount,payment_type,delivery_time
90130,2024-04-24,10715,Delhi,5057,Electronics,3,661.13,20,UPI,104
90131,2024-01-23,10770,Mumbai,5150,Electronics,4,134.14,5,UPI,20
90132,2024-12-19,10619,Chennai,5020,Food,4,625.82,15,Card,38
90133,2024-02-17,10262,Hyderabad,5002,Fashion,4,362.6,10,UPI,49
90134,2024-06-30,10306,Delhi,5049,Grocery,3,345.7,15,Wallet,50
90135,2024-07-12,10385,Pune,5117,Electronics,3,917.43,10,COD,109
90136,2024-04-14,10753,Delhi,5130,Fashion,4,705.83,20,Card,42
90137,2024-07-15,10617,Bangalore,5047,Grocery,1,593.98,0,Card,56
90138,2024-05-21,10321,Mumbai,5097,Food,3,1056.13,10,COD,52
90139,2024-01-24,10744,Delhi,5131,Electronics,2,554.04,10,Card,116
90140,2024-05-08,10784,Chennai,5030,Electronics,1,457.4,10,Wallet,97
90141,2024-12-13,10639,Mumbai,5064,Fashion,1,770.17,0,UPI,43
90142,2024-06-09,10284,Bangalore,5141,Grocery,4,276.68,0,Wallet,94
90143,2024-02-28,10168,Chennai,5110,Grocery,4,642.27,15,Wallet,88
90144,2024-09-19,10048,Bangalore,5140,Food,2,442.36,0,UPI,90
90145,2024-12-01,10177,Delhi,5135,Grocery,2,764.96,15,COD,67
90146,2024-05-30,10343,Bangalore,5047,Electronics,2,584.3,0,COD,24
90147,2024-12-11,10702,Chennai,5109,Electronics,3,765.24,0,UPI,101
90148,2024-12-02,10035,Chennai,5082,Grocery,4,793.68,5,Card,42
90149,2024-09-18,10504,Pune,5051,Electronics,4,826.22,5,Wallet,60
90150,2024-06-14,10254,Pune,5082,Grocery,2,912.72,15,COD,20
90151,2024-03-24,10276,Mumbai,5123,Electronics,1,544.45,0,UPI,112
90152,2024-01-21,10140,Bangalore,5059,Electronics,2,493.4,20,UPI,93
90153,2024-08-22,10131,Chennai,5096,Electronics,4,852.7,0,Card,116
90154,2024-05-06,10725,Mumbai,5161,Electronics,4,262.83,10,COD,33
90155,2024-08-22,10371,Bangalore,5012,Electronics,4,435.32,15,UPI,64
90156,2024-04-10,10692,Chennai,5200,Electronics,2,379.5,5,Card,84
90157,2024-09-06,10346,Bangalore,5011,Grocery,3,516.26,0,Wallet,36
90158,2024-04-29,10211,Mumbai,5073,Food,4,312.03,5,Wallet,80
90159,2024-10-28,10638,Pune,5004,Electronics,3,726.68,20,Card,103
90160,2024-01-22,10732,Hyderabad,5068,Fashion,1,353.77,0,COD,53
90161,2024-06-30,10053,Bangalore,5150,Food,3,95.92,5,Card,83
90162,2024-05-03,10290,Pune,5045,Grocery,4,182.99,0,Card,41
90163,2024-12-03,10079,Chennai,5007,Electronics,1,639.74,0,COD,64
90164,2024-04-25,10151,Bangalore,5055,Fashion,4,609.03,0,Wallet,77
90165,2024-11-18,10792,Pune,5066,Grocery,1,540.57,5,COD,58
90166,2024-04-14,10357,Chennai,5194,Fashion,1,672.37,15,Wallet,99
90167,2024-01-06,10074,Bangalore,5096,Electronics,3,799.33,15,Card,106
90168,2024-12-16,10516,Bangalore,5100,Food,3,956.1,10,Wallet,95
90169,2024-02-20,10623,Hyderabad,5008,Food,1,859.79,15,UPI,37
90170,2024-10-26,10098,Delhi,5060,Food,1,209.95,10,Card,83
90171,2024-11-05,10443,Delhi,5154,Fashion,1,399.07,5,UPI,49
90172,2024-05-26,10714,Delhi,5062,Food,1,525.15,0,UPI,80
90173,2024-12-13,10159,Delhi,5010,Fashion,4,647.77,5,COD,93
90174,2024-08-09,10618,Mumbai,5118,Food,1,1072.24,10,Card,47
90175,2024-03-20,10262,Hyderabad,5146,Grocery,1,69.92,5,COD,52
90176,2024-10-08,10356,Pune,5120,Electronics,2,344.65,10,Card,88
90177,2024-01-27,10203,Mumbai,5076,Grocery,3,510.79,15,UPI,52
90178,2024-07-15,10413,Bangalore,5083,Electronics,1,609.02,0,Card,54
90179,2024-08-01,10418,Pune,5005,Fashion,3,248.45,20,Wallet,71
90180,2024-02-28,10057,Pune,5012,Food,3,545.74,0,Wallet,72
90181,2024-01-19,10477,Bangalore,5177,Fashion,2,735.74,0,Card,104
90182,2024-09-20,10025,Mumbai,5133,Food,3,869.47,0,COD,100
90183,2024-08-18,10025,Mumbai,5182,Food,1,185.33,20,Card,96
90184,2024-01-25,10036,Mumbai,5027,Food,4,170.62,5,Card,99
90185,2024-08-10,10310,Delhi,5122,Grocery,4,780.8,10,Wallet,30
90186,2024-03-10,10002,Delhi,5027,Fashion,1,157.28,10,Wallet,73
90187,2024-06-16,10691,Delhi,5050,Fashion,4,116.97,5,Card,80
90188,2024-02-22,10070,Chennai,5090,Electronics,2,263.86,0,Card,40
90189,2024-05-24,10533,Hyderabad,5119,Electronics,3,837.51,15,Wallet,118
90190,2024-08-24,10680,Chennai,5080,Electronics,1,687.58,0,Card,96
90191,2024-06-05,10541,Delhi,5197,Fashion,1,687.82,5,Wallet,86
90192,2024-03-15,10164,Chennai,5031,Food,3,160.8,5,Card,21
90193,2024-12-21,10137,Chennai,5193,Grocery,3,201.89,5,Wallet,50
90194,2024-09-02,10683,Hyderabad,5129,Electronics,1,881.16,0,Card,100
90195,2024-05-18,10076,Hyderabad,5076,Grocery,2,469.46,0,Wallet,66
90196,2024-05-14,10231,Pune,5029,Fashion,3,258.81,5,Wallet,51
90197,2024-11-13,10544,Hyderabad,5001,Electronics,1,701.31,15,UPI,49
90198,2024-08-06,10540,Bangalore,5083,Grocery,4,514.46,15,UPI,101
90199,2024-02-12,10363,Chennai,5009,Food,4,656.37,5,COD,102
90200,2024-11-10,10046,Chennai,5129,Grocery,2,742.2,5,COD,73
90201,2024-06-03,10021,Chennai,5175,Grocery,2,853.78,10,Card,69
90202,2024-11-16,10230,Delhi,5165,Fashion,4,416.48,10,Card,98
90203,2024-10-29,10238,Chennai,5049,Electronics,3,444.19,20,UPI,27
90204,2024-03-07,10077,Delhi,5084,Grocery,3,179.58,5,COD,85
90205,2024-08-11,10657,Delhi,5007,Electronics,1,573.27,5,COD,32
90206,2024-11-20,10089,Mumbai,5075,Electronics,2,106.73,5,UPI,70
90207,2024-11-10,10040,Hyderabad,5037,Food,2,99.62,0,Wallet,118
90208,2024-04-15,10090,Bangalore,5100,Food,4,1067.02,20,UPI,34
90209,2024-11-12,10238,Chennai,5002,Electronics,3,329.18,10,UPI,25
90210,2024-04-30,10118,Mumbai,5007,Fashion,3,589.19,0,Card,82
90211,2024-06-06,10666,Mumbai,5158,Fashion,1,764.62,10,COD,30
90212,2024-06-05,10717,Pune,5077,Grocery,1,314.17,5,UPI,50
90213,2024-02-23,10379,Bangalore,5047,Fashion,4,692.01,5,COD,97
90214,2024-06-05,10581,Bangalore,5106,Grocery,3,664.15,15,Wallet,55
90215,2024-01-13,10485,Chennai,5185,Fashion,3,84.48,10,COD,94
90216,2024-07-20,10279,Chennai,5140,Fashion,4,455.81,15,Wallet,85
90217,2024-01-02,10177,Delhi,5200,Electronics,2,344.36,0,COD,39
90218,2024-07-27,10245,Hyderabad,5080,Food,3,718.9,0,UPI,107
90219,2024-08-02,10797,Mumbai,5191,Electronics,1,400.41,0,UPI,84
90220,2024-03-04,10094,Hyderabad,5187,Food,2,847.34,20,COD,67
90221,2024-04-19,10671,Bangalore,5082,Fashion,1,794.64,0,Card,110
90222,2024-03-18,10133,Bangalore,5169,Fashion,4,157.66,15,Wallet,68
90223,2024-06-18,10558,Mumbai,5194,Electronics,3,649.96,5,COD,97
90224,2024-09-17,10563,Bangalore,5014,Food,1,380.19,0,UPI,119
90225,2024-09-09,10062,Pune,5105,Fashion,4,718.78,15,Wallet,78
90226,2024-06-20,10010,Mumbai,5094,Electronics,3,1030.5,0,UPI,30
90227,2024-08-31,10795,Hyderabad,5051,Grocery,3,764.37,15,COD,97
90228,2024-06-16,10711,Hyderabad,5139,Food,1,378.48,0,UPI,46
90229,2024-07-24,10652,Bangalore,5139,Food,4,350.02,5,Card,73
90230,2024-08-22,10694,Bangalore,5011,Electronics,4,569.18,0,Wallet,96
90231,2024-08-13,10475,Chennai,5063,Grocery,4,484.94,0,Card,93
90232,2024-06-04,10011,Delhi,5178,Grocery,4,846.8,5,COD,65
90233,2024-07-20,10286,Chennai,5103,Grocery,4,693.6,5,Wallet,75
90234,2024-09-26,10317,Delhi,5070,Grocery,2,540.01,5,UPI,114
90235,2024-06-10,10519,Hyderabad,5032,Electronics,2,513.64,0,Wallet,78
90236,2024-03-06,10640,Bangalore,5149,Fashion,3,856.32,5,Card,90
90237,2024-08-20,10780,Pune,5010,Fashion,2,563.24,0,UPI,55
90238,2024-09-08,10441,Mumbai,5145,Grocery,3,206.08,0,COD,63
90239,2024-11-07,10411,Mumbai,5147,Electronics,3,254.99,10,Wallet,31
90240,2024-07-04,10160,Chennai,5107,Food,3,492.49,15,Card,34
90241,2024-10-06,10469,Delhi,5163,Fashion,2,214.23,10,COD,28
90242,2024-06-06,10659,Chennai,5097,Food,1,1021.2,10,UPI,113
90243,2024-12-18,10782,Hyderabad,5175,Food,4,788.4,15,Card,61
90244,2024-10-02,10293,Delhi,5069,Fashion,4,142.13,0,Card,87
90245,2024-12-01,10203,Mumbai,5003,Grocery,2,104.13,5,UPI,31
90246,2024-05-01,10019,Pune,5002,Fashion,4,440.5,10,COD,108
90247,2024-12-11,10034,Chennai,5011,Grocery,4,664.49,5,Card,26
90248,2024-07-30,10544,Hyderabad,5106,Fashion,1,628.83,5,COD,98
90249,2024-10-25,10411,Mumbai,5070,Food,2,658.53,10,Card,80
90250,2024-10-16,10649,Bangalore,5134,Grocery,1,173.03,5,Wallet,60
90251,2024-09-21,10078,Mumbai,5106,Fashion,3,733.54,10,UPI,20
90252,2024-10-12,10301,Chennai,5193,Food,4,157.68,15,Wallet,65
90253,2024-02-23,10562,Pune,5025,Food,3,644.43,10,UPI,46
90254,2024-06-17,10460,Hyderabad,5018,Food,4,799.62,0,Wallet,107
90255,2024-12-16,10115,Bangalore,5063,Electronics,3,478.14,0,Card,76
90256,2024-05-05,10420,Pune,5123,Electronics,4,529.73,10,Card,21
90257,2024-01-14,10486,Hyderabad,5123,Food,3,631.01,0,Wallet,47
90258,2024-04-14,10243,Hyderabad,5030,Electronics,3,484.93,10,Wallet,52
90259,2024-03-10,10356,Pune,5169,Grocery,4,124.03,5,Card,80
90260,2024-12-24,10137,Chennai,5028,Food,4,1014.62,5,Card,94
90261,2024-08-27,10501,Mumbai,5175,Electronics,3,760.15,5,Wallet,37
90262,2024-01-23,10064,Hyderabad,5114,Electronics,3,1032.38,0,Wallet,56
90263,2024-03-03,10079,Chennai,5050,Grocery,3,133.37,20,Wallet,47
90264,2024-03-23,10367,Pune,5107,Electronics,2,695.71,5,COD,102
90265,2024-08-31,10590,Pune,5109,Electronics,4,663.42,10,UPI,113
90266,2024-03-26,10710,Delhi,5131,Grocery,2,503.38,20,COD,81
90267,2024-12-17,10064,Hyderabad,5183,Electronics,4,409.59,15,UPI,108
90268,2024-07-23,10284,Bangalore,5109,Electronics,3,754.97,0,COD,96
90269,2024-10-29,10582,Hyderabad,5100,Grocery,2,981.22,5,COD,105
90270,2024-12-23,10280,Hyderabad,5152,Grocery,1,956.04,15,COD,65
90271,2024-02-11,10575,Delhi,5123,Electronics,4,544.37,10,COD,98
90272,2024-03-31,10641,Mumbai,5101,Grocery,2,437.62,5,UPI,80
90273,2024-03-27,10366,Mumbai,5014,Electronics,4,425.4,0,Card,29
90274,2024-07-18,10760,Pune,5174,Food,3,847.18,5,UPI,114
90275,2024-05-15,10784,Chennai,5012,Electronics,3,542.58,0,COD,104
90276,2024-04-13,10691,Delhi,5110,Electronics,2,798.57,10,COD,82
90277,2024-08-16,10495,Bangalore,5176,Fashion,3,678.54,15,Wallet,59
90278,2024-10-18,10347,Pune,5127,Fashion,2,1034.97,5,Card,69
90279,2024-04-11,10462,Pune,5069,Fashion,2,101.91,15,Card,115
90280,2024-06-04,10165,Hyderabad,5090,Grocery,2,257.48,15,Card,76
90281,2024-03-19,10627,Chennai,5027,Grocery,4,160.19,5,Wallet,22
90282,2024-12-19,10483,Chennai,5074,Electronics,2,677.97,20,Card,103
90283,2024-11-03,10224,Bangalore,5173,Fashion,4,564.35,5,Card,60
90284,2024-07-17,10114,Bangalore,5179,Fashion,3,274.89,0,UPI,56
90285,2024-01-05,10594,Hyderabad,5056,Food,4,151.98,5,Wallet,72
90286,2024-10-16,10328,Chennai,5030,Food,2,446.86,0,UPI,116
90287,2024-04-15,10784,Chennai,5011,Electronics,3,679.16,15,COD,36
90288,2024-02-07,10659,Chennai,5061,Electronics,2,679.02,10,COD,36
90289,2024-08-09,10577,Chennai,5179,Food,4,250.46,0,Wallet,88
90290,2024-10-07,10486,Hyderabad,5141,Fashion,2,211.02,10,Wallet,80
90291,2024-06-26,10389,Mumbai,5194,Fashion,2,787.1,15,UPI,102
90292,2024-04-04,10220,Pune,5177,Food,4,832.46,15,Wallet,115
90293,2024-06-11,10276,Mumbai,5170,Grocery,1,464.96,0,COD,52
90294,2024-09-05,10675,Chennai,5031,Fashion,2,182.45,20,UPI,68
90295,2024-04-14,10344,Pune,5116,Food,4,524.41,20,Card,59
90296,2024-05-09,10662,Mumbai,5188,Grocery,3,98.13,0,COD,58
90297,2024-05-29,10288,Hyderabad,5036,Fashion,1,520.7,10,COD,31
90298,2024-05-30,10557,Pune,5166,Fashion,3,542.79,20,Card,87
90299,2024-07-23,10046,Chennai,5110,Grocery,2,766.04,0,UPI,87
90300,2024-09-09,10431,Delhi,5178,Food,4,819.03,0,UPI,69
90301,2024-09-30,10708,Bangalore,5059,Electronics,2,590.59,10,Wallet,85
90302,2024-04-05,10583,Hyderabad,5085,Grocery,1,540.79,20,UPI,87
90303,2024-07-07,10755,Chennai,5193,Food,3,177.74,0,Wallet,26
90304,2024-06-23,10329,Chennai,5160,Fashion,4,153.25,10,UPI,36
90305,2024-08-24,10170,Bangalore,5105,Electronics,2,981.31,10,Wallet,101
90306,2024-02-13,10657,Delhi,5174,Fashion,2,669.68,20,Card,102
90307,2024-10-17,10511,Hyderabad,5064,Electronics,4,807.95,5,Wallet,94
90308,2024-06-12,10285,Chennai,5143,Electronics,3,156.72,20,UPI,71
90309,2024-04-18,10462,Pune,5113,Grocery,3,529.88,20,Card,74
90310,2024-02-15,10261,Hyderabad,5088,Food,2,161.04,15,Wallet,112
90311,2024-09-17,10775,Bangalore,5066,Grocery,4,664.77,5,UPI,76
90312,2024-05-07,10483,Chennai,5099,Grocery,4,936.79,20,UPI,81
90313,2024-07-07,10214,Pune,5049,Food,2,364.87,5,COD,65
90314,2024-05-11,10304,Hyderabad,5025,Fashion,2,590.93,0,Wallet,34
90315,2024-04-18,10192,Chennai,5032,Grocery,2,404.2,10,Wallet,68
90316,2024-06-17,10349,Hyderabad,5081,Grocery,1,112.75,0,Wallet,38
90317,2024-03-29,10040,Hyderabad,5074,Electronics,1,760.85,5,COD,105
90318,2024-04-11,10562,Pune,5074,Food,1,660.51,20,UPI,84
90319,2024-12-10,10242,Hyderabad,5154,Grocery,3,379.24,0,Card,46
90320,2024-07-28,10472,Delhi,5164,Electronics,1,680.3,10,Wallet,61
90321,2024-10-08,10443,Delhi,5071,Food,4,105.0,0,UPI,38
90322,2024-03-08,10048,Bangalore,5006,Food,2,236.97,15,UPI,95
90323,2024-10-16,10588,Hyderabad,5195,Grocery,1,199.6,0,Wallet,36
90324,2024-12-13,10661,Bangalore,5176,Food,2,526.92,10,COD,114
90325,2024-12-11,10164,Chennai,5127,Electronics,3,1034.49,15,Card,78
90326,2024-04-18,10433,Hyderabad,5017,Food,4,533.47,15,Wallet,106
90327,2024-02-03,10341,Hyderabad,5190,Grocery,2,772.82,10,Wallet,106
90328,2024-04-01,10157,Hyderabad,5178,Fashion,2,801.85,0,COD,106
90329,2024-02-26,10213,Mumbai,5195,Grocery,3,159.44,5,Wallet,34
90330,2024-11-11,10604,Bangalore,5182,Food,1,226.84,5,Wallet,113
90331,2024-05-03,10122,Mumbai,5167,Electronics,3,682.82,0,COD,100
90332,2024-06-30,10156,Mumbai,5069,Electronics,2,122.94,0,UPI,46
90333,2024-05-11,10371,Bangalore,5063,Electronics,2,469.39,0,Wallet,103
90334,2024-08-05,10621,Delhi,5175,Grocery,2,810.82,15,Card,30
90335,2024-03-02,10799,Chennai,5194,Food,4,572.01,10,Wallet,84
90336,2024-07-17,10410,Mumbai,5126,Grocery,4,687.91,0,Card,73
90337,2024-01-04,10727,Hyderabad,5028,Electronics,3,922.31,10,Wallet,109
90338,2024-03-01,10428,Hyderabad,5156,Grocery,1,1056.2,5,Wallet,67
90339,2024-07-23,10745,Chennai,5139,Food,1,365.75,0,UPI,72
90340,2024-05-18,10623,Hyderabad,5003,Food,1,100.89,10,UPI,66
90341,2024-11-14,10483,Chennai,5015,Grocery,3,163.74,0,COD,116
90342,2024-08-24,10668,Bangalore,5122,Fashion,1,906.93,5,Card,26
90343,2024-11-10,10682,Pune,5124,Grocery,4,190.3,20,Card,75
90344,2024-07-31,10327,Bangalore,5129,Fashion,3,825.6,15,Card,80
90345,2024-12-15,10084,Pune,5166,Grocery,2,457.87,10,COD,118
90346,2024-10-03,10418,Pune,5034,Grocery,1,362.16,0,Card,58
90347,2024-05-22,10117,Hyderabad,5077,Grocery,3,300.38,0,Wallet,49
90348,2024-02-11,10654,Hyderabad,5036,Electronics,1,679.98,15,Card,67
90349,2024-10-30,10629,Mumbai,5124,Food,1,273.39,15,Wallet,114
